,3are244vl_lc_opnt,3are244vl_lc_obk,are049md,3gct131vv_lc_opnt,3are033vl_lc_spnt,are044md,vvp009mp,sec004mp,rcv018md,3rcp003rs_p_pack,vvp014mp,rpa236ks,vvp011mp,3asg017vd_p_pack,3rcp002vp_lc_obk,3asg015vd_lc_obk,3rra025vp_control,are010mn,3are242vl_lc_spnt,3are243vl_p_pack,3are033vl_lc_obk,sap007sp,3ety502mp,3are244vl_lc_spnt,3rcp024mp_a_pnt,3rra024vp,3rra025vp,ety103mp,are020mn,3are032vl_lc_opnt,rcp039mp,3rcp037mp,3gct132vv_lc_opnt,ety104mp,3rcp002vp_lc_opnt,vvp008mp,asg403ks,sar003sp,rpn407km,ety013ks,3asg015vd_lc_opnt,3rcp001vp_lc_obk,3asg016vd_p_pack,3rcp007mn,vvp001md,3rra024vp_p_pack,3asg012vd_p_pack,3rcp004rs_c_c1,3rcp006rs_c_c5,3are031vl_lc_obk,rcv502ks,rcv017mp,3asg012vd_lc_opnt,3gct131vv_c_c7,3rcp039mp,3rcv046vp_lc_obk,3rcp001vp_p_pack,3are031vl_lc_opnt,3rcp004rs_c_c2,asg003km,3rcp004rs_p_pack,are059mn,3rcv046vp_p_pack,3are243vl_lc_sbk,3are242vl_lc_sbk,8ety501mp,3are031vl_p_pack,rpb309ks,sec003mp,rcv005md,are057mn,3rra025vp_p_pack,krt009ma,3are244vl_lc_sbk,rri014ks,asg011km,3ric200km,are058mn,3asg017vd_lc_opnt,vvp010mp,3gct132vv_lc_obk,rcv004mp,3rcp001rs_p_pack,rpn401km,sap001mp,3gct133vv_c_c7,3rcv013vp_lc_opnt,3rcp002rs_c_c1,3rcp003rs_c_c2,krt003ma,3rcp002vp_c_c7,krt002ma,rpa309ks,3ric203km,asg013km,3asg013vd_lc_obk,3rcv013vp_p_pack,3gct133vv_lc_obk,sar003sp.1,3rcv046vp_lc_opnt,3rcp001vp_lc_opnt,3are243vl_lc_obk,are055mn,3are032vl_p_pack,3gct132vv_c_c7,3gct133vv_lc_spnt,vvp002md,are047md,are030mn,3gct131vv_c_c8,3rcp002rs_c_c2,3gct131vv_lc_spnt,rcp008mn,3rcv013vp_lc_sbk,3rcp029mt,ety101mp,3asg012vd_lc_obk,3rcp002rs_p_pack,3rcp006rs_p_pack,3asg013vd_p_pack,3rcp006rs_c_c2,vvp003md,3rcp002vp_c_c8,3are242vl_lc_obk,3rcp006rs_c_c4,ety102mp,rpn403km,3rcp002vp_lc_spnt,are401km,rpn409km,3rcp005rs_c_c4,3rcv046vp_c_c8,are402km,are056mn,3are033vl_lc_opnt,3are244vl_p_pack,rri013ks,3asg014vd_lc_obk,3asg015vd_p_pack,3rcp003rs_c_c1,are045md,3rcp005rs_c_c2,are050md,3rcp006rs_c_c1,3rcp028mt,asg012km,3asg014vd_p_pack,are043md,asg401ks,krt008ma,are046md,3asg016vd_lc_obk,3ric100km,3ric103km,krt033ma,3are242vl_p_pack,rcp037mp,vvp013mp,are403km,rcp007mn,3rcv013vp_lc_obk,3are033vl_p_pack,3are242vl_lc_opnt,3gct133vv_lc_opnt,asg001km,rcp006mp,vvp007mp,3rcp001vp_c_c7,krt004ma,3asg016vd_lc_opnt,3are032vl_lc_obk,3rcp001rs_c_c2,3gct132vv_c_c8,are053mn,3are032vl_lc_spnt,rcp011mn,asg402ks,3gct131vv_lc_obk,are060mn,3asg014vd_lc_opnt,asg002km,3gct131vv_p_pack,3gct133vv_p_pack,3rcv013vp_lc_spnt,rcv520ks,3asg013vd_lc_opnt,3are243vl_lc_opnt,3rcp001vp_lc_spnt,3are033vl_lc_sbk,are054mn,3rcv046vp_lc_spnt,3gct133vv_c_c8,lhb001mu,3are032vl_lc_sbk,krt026ma,3gct132vv_lc_spnt,3rcp001vp_c_c8,3rcp005rs_p_pack,3rcp005rs_c_c1,3are031vl_lc_sbk,lha001mu,3are243vl_lc_spnt,are052mn,krt034ma,are048md,krt007ma,3rcp005rs_c_c5,krt032ma,3rcp002vp_p_pack,3gct132vv_p_pack,3are031vl_lc_spnt,lgb001mu,3rcp001rs_c_c1,lgc001mu,3asg017vd_lc_obk
680,100.0,100.0,0.295131,0,0,42.1168,6.43855,194.972,0.0,1087635456,6.43839,0,6.43839,-2134638332,0,100,30,-0.202559,0,12854020,100.0,0,101.087,0,0.0176518,30,30,101.087,-0.687206,100.0,9.77707,9.77707,0,101.087,0,6.43855,0,0,1.0,0,100,0,-2134638332,-5.86208,33.1782,262400,1086587140,0,0,100.0,1,17.2162,0,0,9.77707,100.0,1087635972,100.0,0,160.0,1087635456,-0.686734,271104,-0.575992,-0.575992,100,1087644164,1,189.731,0.0,-0.682677,262400,11000.0,-0.575992,0,0.0,282.18,-0.202554,100,6.43872,0,1.47393,1079250948,1.0,0.823634,0,0.0,0,0,3700,0,3700,1,27.6277,50.0,100,262912,0,0,100.0,0,100.0,-0.202554,1087644164,0,7.75029,13.7624,37.9051,-0.683149,0,0,7.75029,-5.86238,2.5,281.799,100.953,100,1079250948,1086586884,1086587140,0,13.7524,0,56.9788,0,100.953,6.4e-07,0,7.18892,6.28e-07,0,0,39.1089,-0.686734,100.0,12854020,0,100,-2134638332,0,42.2552,0,1.55222,0,281.789,50.0,-2134638332,8.0079,0,10,7.20711,100,282.187,27.6199,0.1,12854020,9.77707,6.43872,39.1997,-5.86208,0.0,1087644164,57.0188,0,0.0,11.0048,6.43887,0,370000000.0,100,100.0,0,0,-0.687206,0,-5.86238,0,0,-0.682677,100,160.0,1074012928,1074012928,2.5,0,0,100.0,0,-0.575992,-0.683149,0,0,6609.64,-0.575992,50,7.75029,0,1086586884,0,-0.575992,6590.66,0,-0.202559,0.1,38.0297,38100000000.0,0,0.1,1087635972,1074012928,0,6591.06,0,6610.35,100
690,100.0,100.0,3.35e-07,0,0,33.5647,6.40645,194.972,0.0,1087635456,6.40629,0,6.40629,-2134638332,0,100,30,-0.183206,0,-2134629628,100.0,0,101.087,0,0.0177086,30,30,101.087,-0.638645,100.0,9.64587,9.64587,0,101.087,0,6.40645,0,0,1.0,0,100,0,-2134638332,-5.8602,32.7491,262400,1086587140,0,0,100.0,1,17.2162,0,0,9.64587,100.0,1087635972,100.0,0,160.0,1087635456,-0.638208,271104,-0.575995,-0.575995,100,1087644164,1,189.731,0.0,-0.634184,262400,11000.0,-0.575995,0,0.0,281.679,-0.182777,100,6.40661,0,1.47393,1079250948,1.0,0.823752,0,0.0,0,0,3700,0,3700,1,27.159,50.0,100,262912,0,0,100.0,0,100.0,-0.182777,1087644164,0,7.75029,13.5492,34.4017,-0.63462,0,0,7.75029,-5.86001,2.5,281.482,100.953,100,1079250948,1086586884,1086587140,0,13.3264,0,51.8706,0,100.953,5.92e-07,0,2.03794,5.81e-07,0,0,31.2624,-0.638208,100.0,-2134629628,0,100,-2134638332,0,33.5091,0,1.40875,0,281.181,50.0,-2134638332,9.1e-06,0,10,8.19e-06,100,281.687,27.1512,0.1,12854020,9.64587,6.40661,31.2259,-5.8602,0.0,1087644164,51.923,0,0.0,11.0048,6.40677,0,370000000.0,100,100.0,0,0,-0.638645,0,-5.86001,0,0,-0.634184,100,160.0,1074012928,1074012928,2.5,0,0,100.0,0,-0.575995,-0.63462,0,0,6610.0,-0.575995,50,7.75029,0,1086586884,0,-0.575995,6606.55,0,-0.183206,0.1,34.3516,38300000000.0,0,0.1,1087635972,1074012928,0,6611.61,0,6602.48,100
700,100.0,100.0,0.32926,0,0,33.7219,6.37354,194.972,0.0,1087635456,6.37337,0,6.37337,-2134638332,0,100,30,-0.166002,0,-2134629628,100.0,0,101.087,0,0.0177672,30,30,101.087,-0.591841,100.0,9.56734,9.56734,0,101.087,0,6.37354,0,0,1.0,0,100,0,-2134638332,-5.86358,32.7152,262400,1086587140,0,0,99.9861,1,17.2162,0,0,9.56734,100.0,1087635972,99.9938,0,160.0,1087635456,-0.591411,271104,-0.575996,-0.575996,100,1087644164,1,189.731,0.0,-0.58741,262400,11000.0,-0.575996,0,0.0,281.302,-0.165979,100,6.37371,0,1.47393,1079250948,1.0,0.82387,0,0.0,0,0,3700,0,3700,1,26.9493,50.0,100,262912,0,0,100.0,0,100.0,-0.165979,1087644164,0,7.75029,13.1978,34.5431,-0.58784,0,0,7.75029,-5.86332,2.5,281.142,100.953,100,1079250948,1086586884,1086587140,0,12.9801,0,46.7698,0,100.953,5.49e-07,0,1.42782,5.39e-07,0,0,31.347,-0.591411,100.0,-2134629628,0,100,-2134638332,0,33.7241,0,1.41454,0,280.762,50.0,-2134638332,5.16791,0,10,8.04054,100,281.309,26.9415,0.1,12854020,9.56734,6.37371,31.3372,-5.86358,0.0,1087644164,46.8204,0,0.0,11.0048,6.37387,0,370000000.0,100,100.0,0,0,-0.591841,0,-5.86332,0,0,-0.58741,100,160.0,1074012928,1074012928,2.5,0,0,100.0,0,-0.575996,-0.58784,0,0,6598.41,-0.575996,50,7.75029,0,1086586884,0,-0.575996,6607.68,0,-0.166002,0.1,34.5043,38400000000.0,0,0.1,1087635972,1074012928,0,6610.99,0,6602.86,100
710,100.0,100.0,0.239939,0,0,23.1155,6.34065,194.972,0.0,1087635456,6.34048,0,6.34048,-2134638332,0,100,30,-0.148282,0,-2134629628,100.0,0,101.087,0,0.0178275,30,30,101.087,-0.545237,100.0,9.49799,9.49799,0,101.087,0,6.34065,0,0,1.0,0,100,0,-2134638332,-5.86406,33.2408,262400,1086587140,0,0,96.6441,1,17.2162,0,0,9.49799,100.0,1087635972,96.7017,0,160.0,1087635456,-0.544807,271104,-0.575997,-0.575997,100,1087644164,1,189.731,0.0,-0.540815,262400,11000.0,-0.575997,0,0.0,280.95,-0.148233,100,6.34085,0,1.47393,1079250948,1.0,0.823988,0,0.0,0,0,3700,0,3700,1,26.7758,50.0,100,262912,0,0,100.0,0,100.0,-0.148233,1087644164,0,7.75029,12.8778,20.8039,-0.541245,0,0,7.75029,-5.86426,2.5,280.812,100.952,100,1079250948,1086586884,1086587140,0,12.6658,0,41.4748,0,100.952,5.09e-07,0,4.83742,5e-07,0,0,26.7763,-0.544807,100.0,-2134629628,0,100,-2134638332,0,23.0837,0,0.851922,0,280.413,50.0,-2134638332,6.51034,0,10,5.85931,100,280.958,26.768,0.1,12854020,9.49799,6.34085,26.7555,-5.86406,0.0,1087644164,41.5289,0,0.0,11.0048,6.34101,0,370000000.0,100,100.0,0,0,-0.545237,0,-5.86426,0,0,-0.540815,100,160.0,1074012928,1074012928,2.5,0,0,100.0,0,-0.575997,-0.541245,0,0,6598.04,-0.575997,50,7.75029,0,1086586884,0,-0.575997,6595.6,0,-0.148282,0.1,20.7754,38500000000.0,0,0.1,1087635972,1074012928,0,6599.08,0,6608.35,100
720,100.0,100.0,0.192425,0,0,23.0802,6.30839,194.972,0.0,1087635456,6.30823,0,6.30823,-2134638332,0,100,30,-0.132866,0,-2134629628,100.0,0,101.087,0,0.0178876,30,30,101.087,-0.498562,100.0,9.42726,9.42657,0,101.087,0,6.30839,0,0,1.0,0,100,0,-2134638332,-5.86013,33.0719,262400,1086587140,0,0,88.6586,1,17.2162,0,0,9.42657,100.0,1087635972,88.7596,0,160.0,1087635456,-0.498131,271104,-0.575998,-0.575998,100,1087644164,1,189.731,0.0,-0.494144,262400,11000.0,-0.575998,0,0.0,280.588,-0.132438,100,6.30869,0,1.47393,1079250948,1.0,0.824105,0,0.0,0,0,3700,0,3700,1,26.5952,50.0,100,262912,0,0,100.0,0,100.0,-0.132438,1087644164,0,7.75029,12.8401,20.7722,-0.494574,0,0,7.75029,-5.86013,2.5,280.476,100.952,100,1079250948,1086586884,1086587140,0,12.6128,0,36.3517,0,100.952,4.73e-07,0,5.28506,4.64e-07,0,0,26.7386,-0.498131,100.0,-2134629628,0,100,-2134638332,0,23.0889,0,0.85062,0,280.054,50.0,-2134638332,5.22114,0,10,4.69902,100,280.595,26.5874,0.1,12854020,9.42726,6.30869,26.7444,-5.85977,0.0,1087644164,36.4017,0,0.0,11.0048,6.30885,0,370000000.0,100,100.0,0,0,-0.498562,0,-5.86013,0,0,-0.494144,100,160.0,1074012928,1074012928,2.5,0,0,100.0,0,-0.575998,-0.494574,0,0,6601.8,-0.575998,50,7.75029,0,1086586884,0,-0.575998,6611.7,0,-0.132866,0.1,20.78,38600000000.0,0,0.1,1087635972,1074012928,0,6603.99,0,6602.29,100
730,100.0,100.0,0.123118,0,0,33.0479,6.27603,194.972,0.0,1087635456,6.27587,0,6.27587,-2134638332,0,100,30,-0.119968,0,-2134629628,100.0,0,101.087,0,0.0179442,30,30,101.087,-0.451751,100.0,9.35751,9.35683,0,101.087,0,6.27603,0,0,1.0,0,100,0,-2134638332,-5.857,30.8849,262400,1086587140,0,0,76.4413,1,17.2162,0,0,9.35683,100.0,1087635972,76.5826,0,160.0,1087635456,-0.451319,271104,-0.575999,-0.575999,100,1087644164,1,189.731,0.0,-0.447334,262400,11000.0,-0.575999,0,0.0,280.224,-0.120012,100,6.27827,0,1.47393,1079250948,1.0,0.824223,0,0.0,0,0,3700,0,3700,1,26.4247,50.0,100,262912,0,0,100.0,0,100.0,-0.120012,1087644164,0,7.75029,13.247,33.8957,-0.447766,0,0,7.75029,-5.857,2.5,280.136,100.952,100,1079250948,1086586884,1086587140,0,13.0509,0,31.5513,0,100.952,4.4e-07,0,4.70768,4.31e-07,0,0,30.9119,-0.451319,100.0,-2134629628,0,100,-2134638332,0,33.087,0,1.38803,0,279.69,50.0,-2134638332,3.3406,0,10,3.00654,100,280.232,26.4169,0.1,12854020,9.35751,6.27827,30.9376,-5.85697,0.0,1087644164,31.5948,0,0.0,11.0048,6.27841,0,370000000.0,100,100.0,0,0,-0.451751,0,-5.857,0,0,-0.447334,100,160.0,1074012928,1074012928,2.5,0,0,100.0,0,-0.575999,-0.447766,0,0,6599.93,-0.575999,50,7.75029,0,1086586884,0,-0.575999,6600.96,0,-0.119968,0.1,33.931,38700000000.0,0,0.1,1087635972,1074012928,0,6599.0,0,6611.35,100
740,100.0,100.0,0.179337,0,0,36.2938,6.24135,194.972,0.0,1087635456,6.24117,0,6.24117,-2134638332,0,100,30,-0.110999,0,-2134629628,100.0,0,101.087,0,0.0179975,30,30,101.087,-0.404676,100.0,9.29131,9.29066,0,101.087,0,6.24135,0,0,1.0,0,100,0,-2134638332,-5.85806,29.9077,262400,1086587140,0,0,60.1556,1,17.2162,0,0,9.29066,100.0,1087635972,60.3377,0,160.0,1087635456,-0.404242,271104,-0.575999,-0.575999,100,1087644164,1,189.731,0.0,-0.400255,262400,11000.0,-0.575999,0,0.0,279.867,-0.110986,100,6.24867,0,1.47393,1079250948,1.0,0.82434,0,0.0,0,0,3700,0,3700,1,26.2786,50.0,100,262912,0,0,100.0,0,100.0,-0.110986,1087644164,0,7.75029,13.1153,32.6644,-0.400689,1,0,7.75029,-5.85806,2.5,279.794,100.952,100,1079250948,1086586884,1086587140,0,12.8895,0,27.2191,0,100.952,4.09e-07,0,4.60901,4.01e-07,0,0,35.8438,-0.404242,100.0,-2134629628,0,100,-2134638332,0,36.2968,0,1.33761,0,279.321,50.0,-2134638332,1.38622,0,10,4.3794,100,279.875,26.2709,0.1,12854020,9.29131,6.24867,35.8458,-5.85841,0.0,1087644164,27.2661,0,0.0,11.0048,6.24882,0,370000000.0,100,100.0,0,0,-0.404676,0,-5.85806,0,0,-0.400255,100,160.0,1074012930,1074012928,2.5,0,0,100.0,0,-0.575999,-0.400689,0,0,6608.88,-0.575999,50,7.75029,0,1086586884,0,-0.575999,6598.94,0,-0.110999,0.1,32.6671,38800000000.0,0,0.1,1087635972,1074012928,0,6589.61,0,6612.46,100
750,100.0,100.0,0.197987,0,0,35.603,6.20559,194.972,0.0,1087635456,6.20541,0,6.20541,-2134638332,0,100,30,-0.0987516,0,-2134629628,100.0,0,101.087,0,0.0180497,30,30,101.087,-0.357491,100.0,9.22815,9.22749,0,101.087,0,6.20559,0,0,1.0,0,100,0,-2134638332,-5.86149,28.0449,262400,1086587140,0,0,39.6545,1,17.2162,0,0,9.22749,100.0,1087635972,39.8802,0,160.0,1087635456,-0.357056,271104,-0.575999,-0.575999,100,1087644164,1,189.731,0.0,-0.353065,262400,11000.0,-0.575999,0,0.0,279.497,-0.0983942,100,6.21941,0,1.47393,1079250948,1.0,0.824458,0,0.0,0,0,3700,0,3700,1,26.1545,50.0,100,262912,0,0,100.0,0,100.0,-0.0983942,1087644164,0,7.75029,13.7078,32.0427,-0.3535,0,0,6.21982,-5.86149,2.5,279.446,100.952,100,1079250948,1086586884,1086587140,0,13.5205,0,22.47,0,100.952,3.8e-07,0,5.62604,3.73e-07,0,0,35.6817,-0.357056,100.0,-2134629628,0,100,-2134638332,0,35.8588,0,1.31215,0,278.956,50.0,-2134638332,5.37207,0,10,4.83486,100,279.505,26.1468,0.1,12854020,9.22815,6.21941,35.7566,-5.86192,0.0,1087644164,22.5176,0,0.0,11.0048,6.21955,0,370000000.0,100,100.0,0,0,-0.357491,0,-5.86149,0,0,-0.353065,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.575999,-0.3535,0,0,6603.71,-0.575999,50,7.75029,0,1086586884,0,-0.575999,6600.87,0,-0.0987516,0.1,32.2729,38900000000.0,0,0.1,1087635972,1074012928,0,6606.32,0,6590.91,100
760,100.0,100.0,0.0591726,0,0,3.9666,6.16562,194.972,0.0,1087635456,6.1654,0,6.1654,-2134638332,0,100,30,-0.0891566,0,-2134629628,100.0,0,101.087,0,0.0181024,30,30,101.087,-0.30989,100.0,9.16873,9.16815,0,101.087,0,6.16563,0,0,1.0,0,100,0,-2134638332,-5.86402,20.4891,262400,1086587140,0,0,15.1539,1,17.2162,0,0,9.16815,100.0,1087635972,15.419,0,160.0,1087635456,-0.309449,271104,-0.576,-0.576,100,1087644164,1,189.731,0.0,-0.305454,262400,11000.0,-0.576,0,0.0,279.127,-0.0891595,100,6.19344,0,1.47393,1079250948,1.0,0.824575,0,0.0,0,0,3700,0,3700,1,26.0643,50.0,100,262912,0,0,100.0,0,100.0,-0.0891595,1087644164,0,7.75029,16.1589,3.56994,-0.305894,0,0,6.19376,-5.86402,2.5,279.098,100.952,100,1079250948,1086586884,1086587140,0,16.068,0,17.9633,0,100.952,3.54e-07,0,2.61893,3.48e-07,0,0,7.17287,-0.309449,100.0,-2134629628,0,100,-2134638332,0,1.45578,0,0.146189,0,278.589,50.0,-2134638332,1.60555,0,10,1.445,100,279.135,26.0566,0.1,12854020,9.16873,6.19344,5.52553,-5.86409,0.0,1087644164,18.0054,0,0.0,11.0048,6.19355,0,370000000.0,100,100.0,0,0,-0.30989,0,-5.86402,0,0,-0.305454,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.576,-0.305894,0,0,6592.79,-0.576,50,7.75029,0,1086586884,0,-0.576,6612.61,0,-0.0891566,0.1,1.3102,39000000000.0,0,0.1,1087635972,1074012928,0,6587.3,0,6601.63,100
770,100.0,100.0,0.00974127,0,0,45.041,6.11014,194.972,0.0,1087635456,6.10979,0,6.10979,-2134638332,0,100,30,-0.0797385,0,-2134629628,100.0,0,101.087,0,0.0181578,30,30,101.087,-0.260838,100.0,9.11376,9.11376,0,101.087,0,6.11014,0,0,1.0,0,100,0,-2134638332,-5.86262,0.0,262400,1086587140,0,0,0.0,1,17.2162,0,0,9.11376,100.0,1087635972,0.0,0,160.0,1087635456,-0.260367,271104,-0.576,-0.576,100,1087644164,1,189.731,0.0,-0.256365,262400,11000.0,-0.576,0,0.0,278.765,-0.0795843,100,6.17844,0,1.47393,1079250948,1.0,0.824694,0,0.0,0,0,3700,0,3700,1,26.003,50.0,100,262912,0,0,100.0,0,100.0,-0.0795843,1087644164,0,7.75029,22.2525,40.5369,-0.256835,0,0,6.17854,-5.86294,2.5,278.766,100.952,100,1079250948,1086586884,1086587140,0,22.3455,0,13.4714,0,100.952,3.3e-07,0,2.72949,3.24e-07,0,0,33.7994,-0.260367,100.0,-2134629628,0,100,-2134638332,0,45.0437,0,1.65999,0,278.224,50.0,-2134638332,0.264313,0,10,0.237882,100,278.773,25.9953,0.1,12854020,9.11376,6.17844,44.8848,-5.86262,0.0,1087644164,13.5221,0,0.0,11.0048,6.17846,0,370000000.0,100,100.0,0,0,-0.260838,0,-5.86294,0,0,-0.256365,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.576,-0.256835,0,0,6595.92,-0.576,50,7.75029,0,1086586884,0,-0.576,6588.6,0,-0.0797385,0.1,40.5393,39100000000.0,0,0.1,1087635972,1074012928,0,6609.91,0,6597.0,100
780,100.0,100.0,6.87e-12,0,0,35.381,6.03684,194.972,0.0,1087635456,6.0365,0,6.0365,-2134638332,0,100,30,-0.0599313,0,-2134629628,100.0,0,101.087,0,0.0182146,30,30,101.087,-0.212579,100.0,9.06655,9.06655,0,101.087,0,6.03686,0,0,1.0,0,100,0,-2134638332,-5.85899,1.63307,262400,1086587140,0,0,0.0,1,17.2162,0,0,9.06655,100.0,1087635972,0.0,0,160.0,1087635456,-0.212147,271104,-0.576,-0.576,100,1087644164,1,189.731,0.0,-0.207991,262400,11000.0,-0.576,0,0.0,278.404,-0.059729,100,6.18312,0,1.47393,1079250948,1.0,0.824812,0,0.0,0,0,3700,0,3700,1,25.9958,50.0,100,262912,0,0,100.0,0,100.0,-0.059729,1087644164,0,7.75029,22.4757,36.6436,-0.208426,0,0,6.18291,-5.85945,2.5,278.455,100.952,100,1079250948,1086586884,1086587140,0,21.8043,0,7.63997,0,100.952,3.07e-07,0,0.376027,3.02e-07,0,0,30.8704,-0.212147,100.0,-2134629628,0,100,-2134638332,0,35.4779,0,1.50056,0,277.848,50.0,-2134638332,1.86e-10,0,10,1.68e-10,100,278.412,25.9881,0.1,12854020,9.06655,6.18312,30.934,-5.85899,0.0,1087644164,7.70117,0,0.0,11.0048,6.18307,0,370000000.0,100,100.0,0,0,-0.212579,0,-5.85945,0,0,-0.207991,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.576,-0.208426,0,0,6612.54,-0.576,50,7.75029,0,1086586884,0,-0.576,6604.95,0,-0.0599313,0.1,36.7308,39200000000.0,0,0.1,1087635972,1074012928,0,6597.57,0,6606.79,100
790,100.0,100.0,4.850000000000001e-21,0,0,0.113865,5.97279,194.972,0.0,1087635456,5.9725,0,5.9725,-2134638332,0,100,30,-0.0405917,0,-2134629628,100.0,0,101.087,0,0.018271,30,30,101.087,-0.16738,100.0,9.03582,9.03582,0,101.087,0,5.97279,0,0,1.0,0,100,0,-2134638332,-5.85587,1.41925,262400,1086587140,0,0,0.0,1,17.2162,0,0,9.03582,100.0,1087635972,0.0,0,160.0,1087635456,-0.166961,271104,-0.576,-0.576,100,1087644164,1,189.731,0.0,-0.162597,262400,11000.0,-0.576,0,0.0,278.06,-0.0403661,100,6.18973,0,1.47393,1079250948,1.0,0.824929,0,0.0,0,0,3700,0,3700,1,26.0999,50.0,100,262912,0,0,100.0,0,100.0,-0.0403661,1087644164,0,7.75029,24.3292,0.102478,-0.163017,0,0,6.18954,-5.85615,2.5,278.187,100.952,100,1079250948,1086586884,1086587140,0,23.9479,0,1.52153,0,100.952,2.87e-07,0,0.0514968,2.81e-07,0,0,4.73543,-0.166961,100.0,-2134629628,0,100,-2134638332,0,3.10741,0,0.00419649,0,277.483,50.0,-2134638332,1.32e-19,0,10,1.18e-19,100,278.068,26.0923,0.1,12854020,9.03582,6.18973,6.69949,-5.85587,0.0,1087644164,1.58329,0,0.0,11.0048,6.18969,0,370000000.0,100,100.0,0,0,-0.16738,0,-5.85615,0,0,-0.162597,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.576,-0.163017,0,0,6598.27,-0.576,50,7.75029,0,1086586884,0,-0.576,6592.88,0,-0.0405917,0.1,2.79667,39200000000.0,0,0.1,1087635972,1074012928,0,6601.47,0,6607.56,100
800,100.0,100.0,7.710000000000001e-32,0,0,68.5807,5.91048,194.972,0.0,1087635456,5.91024,0,5.91024,-2134638332,0,100,30,-0.0191017,0,-2134629628,100.0,0,101.087,0,0.0183314,30,30,101.087,-0.115027,100.0,9.01238,9.01238,0,101.087,0,5.91048,0,0,1.0,0,100,0,-2134638332,-5.85992,1.29979,262400,1086587140,0,0,0.0,1,17.2162,0,0,9.01238,100.0,1087635972,0.0,0,160.0,1087635456,-0.114608,271104,-0.576,-0.576,100,1087644164,1,189.731,0.0,-0.110111,262400,11000.0,-0.576,0,0.0,277.667,-0.0187948,100,6.19908,0,1.47393,1079250948,1.0,0.825068,0,0.0,0,0,3700,0,3700,1,26.31,50.0,100,262912,0,0,100.0,0,100.0,-0.0187948,1087644164,0,7.75029,25.5598,66.1915,-0.110531,0,0,6.19886,-5.86039,2.5,277.88,100.952,100,1079250948,1086586884,1086587140,0,25.344,0,0.0,0,100.952,2.64e-07,0,0.00493086,2.59e-07,0,0,67.6525,-0.114608,100.0,-2134629628,0,100,-2134638332,0,68.6405,0,2.71054,0,277.085,50.0,-2134638332,2.09e-30,0,10,1.88e-30,100,277.674,26.3023,0.1,1086595844,9.01238,6.19908,67.7462,-5.85992,0.0,1087644164,0.0,0,0.0,11.0048,6.19904,0,370000000.0,100,100.0,0,0,-0.115027,0,-5.86039,0,0,-0.110111,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.576,-0.110531,0,0,6588.5,-0.576,50,7.75029,0,1086586884,0,-0.576,6606.06,0,-0.0191017,0.1,66.2453,39300000000.0,0,0.1,1087635972,1074012928,0,6587.73,0,6596.33,100
810,100.0,100.0,5.44e-41,0,0,46.9554,5.86457,194.972,0.0,1087635456,5.86435,0,5.86435,12845316,0,100,30,-0.00159591,0,-2134629628,100.0,0,101.087,0,0.0183856,30,30,101.087,-0.0707893,100.0,8.99414,8.99414,0,101.087,0,5.86458,0,0,1.0,0,100,0,12845316,-5.85654,1.84006,262400,1086587140,0,0,0.0,1,17.2162,0,0,8.99414,100.0,1087635972,0.0,0,84.6443,1087635456,-0.0703825,271104,-0.576,-0.576,100,1087644164,1,189.731,0.0,-0.0663776,262400,11000.0,-0.576,0,0.0,277.329,-0.00158301,5,6.2058,0,1.47393,1079250948,1.0,0.825186,0,0.0,0,0,3700,0,3700,1,26.5033,32.2892,100,262912,0,0,100.0,0,100.0,-0.00158301,1087644164,0,7.75029,26.1876,47.0248,-0.0667751,0,0,6.20567,-5.85692,2.5,277.604,100.952,100,1079250948,1086586884,1086587140,0,25.8363,0,0.0,0,100.952,2.47e-07,0,0.000675279,2.42e-07,0,0,54.6479,-0.0703825,100.0,-2134629628,0,100,-2134638332,0,67.2227,0,1.92567,0,276.748,50.0,-2134638332,1.48e-39,0,10,1.33e-39,100,277.337,26.4956,0.1,1086595844,8.99414,6.2058,66.3448,-5.85654,0.0,1087644164,0.0,0,0.0,11.0048,6.20577,0,370000000.0,5,100.0,0,0,-0.0707893,0,-5.85692,0,0,-0.0663776,100,160.0,1074012416,1074012928,2.5,0,0,100.0,0,-0.576,-0.0667751,0,0,6602.37,-0.576,50,7.75029,0,1086586884,0,-0.576,6589.08,0,-0.00159591,0.1,64.8923,39400000000.0,0,0.1,1087635972,1074012928,0,6591.78,0,6609.72,100
